"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Pawmi","Charge Beam","Thunderbolt","7.403","50.4","11.96","728"
"Poliwhirl","Mud Shot","Scald","7.403","144.4","15.56","1623"
"Linoone","Sand Attack","Dig","7.402","168.9","16.18","1901"
"Audino","Zen Headbutt","Hyper Beam","7.401","256.3","17.95","1924"
"Gible","Mud Shot","Body Slam","7.401","96.6","14.07","1273"
"Meltan","Thunder Shock","Thunderbolt","7.401","97.1","14.09","1221"
"Alolan Marowak","Rock Smash","Flame Wheel","7.399","200.7","16.89","2100"
"Gligar","Fury Cutter","Night Slash","7.399","208.1","17.04","2124"
"Croagunk","Poison Sting","Brick Break","7.397","79.6","13.4","1089"
"Shadow Barboach","Water Gun","Scald","7.397","72.2","13.07","937"
"Shadow Nosepass","Rock Throw","Rock Slide","7.397","131.7","15.19","1136"
"Shadow Blitzle","Quick Attack","Flame Charge","7.396","55.3","12.23","1010"
"Alolan Geodude","Volt Switch","Rock Tomb","7.394","116.5","14.73","1479"
"Mawile","Fire Fang","Vise Grip","7.394","139.2","15.4","1870"
"Spoink","Zen Headbutt","Psybeam","7.394","136.7","15.33","1526"
"Whismur","Pound","Stomp","7.394","59.2","12.44","767"
"Piplup","Bubble","Drill Peck","7.393","107.8","14.45","1229"
"Shadow Psyduck","Zen Headbutt","Psybeam","7.393","81.8","13.48","1265"
"Ekans","Poison Sting","Return","7.392","82.8","13.52","1061"
"Farfetch'd","Cut","Air Cutter","7.391","119","14.81","1414"
"Sizzlipede","Bug Bite","Heat Wave","7.39","93.6","13.94","1200"
"Yungoos","Tackle","Crunch","7.39","62.1","12.58","1006"
"Sprigatito","Charm","Energy Ball","7.388","87.6","13.71","1178"
"Toxapex","Poison Jab","Brine","7.388","256.8","17.94","1928"
"Shadow Ekans","Poison Sting","Poison Fang","7.387","69","12.91","1061"
"Alolan Diglett","Metal Claw","Mud Bomb","7.386","46.2","11.68","779"
"Shuppet","Feint Attack","Shadow Sneak","7.384","66.6","12.8","1165"
"Krabby","Mud Shot","Vise Grip","7.383","95.3","13.99","1785"
"Slugma","Ember","Rock Slide","7.383","68","12.86","1023"
"Shadow Pidgey","Tackle","Aerial Ace","7.38","58","12.36","778"
"Shadow Venonat","Bug Bite","Poison Fang","7.38","95.5","14","1148"
"Alolan Meowth","Scratch","Foul Play","7.379","73.6","13.11","912"
"Lombre","Razor Leaf","Bubble Beam","7.379","133.5","15.22","1369"
"Clodsire ","Mud Shot","Stone Edge","7.378","283.9","18.38","2233"
"Shadow Litwick","Ember","Heat Wave","7.378","83.8","13.55","1151"
"Corphish","Bubble","Aqua Jet","7.377","93.5","13.92","1408"
"Bonsly","Counter","Rock Tomb","7.376","131.7","15.16","1489"
"Taillow","Quick Attack","Aerial Ace","7.376","60.1","12.46","875"
"Hippopotas","Bite","Body Slam","7.375","143.3","15.48","1553"
"Mudkip","Water Gun","Sludge","7.375","96.1","14.01","1290"
"Snorunt","Powder Snow","Avalanche","7.374","97.9","14.08","1016"
"Poochyena","Snarl","Return","7.373","56.1","12.24","776"
"Croagunk","Poison Jab","Low Sweep","7.372","79.4","13.35","1089"
"Palafin (Zero Form)","Charm","Aqua Jet","7.371","223.3","17.29","2205"
"Eevee","Quick Attack","Body Slam","7.369","121.5","14.85","1225"
"Shadow Bastiodon","Smack Down","Flamethrower","7.369","249.5","17.77","1761"
"Alolan Marowak","Hex","Bone Club","7.368","199.9","16.82","2100"
"Porygon","Zen Headbutt","Psybeam","7.368","157.2","15.84","1968"
"Togetic","Steel Wing","Ancient Power","7.367","184.6","16.48","1954"
"Shadow Electrike","Quick Attack","Swift","7.363","61.2","12.5","1104"
"Popplio","Water Gun","Water Pulse","7.36","104.8","14.3","1291"
"Pansage","Scratch","Seed Bomb","7.359","96.8","14.02","1094"
"Pansear","Fire Spin","Flame Burst","7.358","96.8","14.01","1094"
"Spoink","Zen Headbutt","Mirror Coat","7.356","136","15.25","1526"
"Whismur","Astonish","Return","7.356","58.9","12.37","767"
"Cubchoo","Charm","Icy Wind","7.355","83.7","13.51","1223"
"Munna","Zen Headbutt","Dazzling Gleam","7.355","123.7","14.9","1310"
"Shellder","Tackle","Return","7.355","101.8","14.19","1235"
"Tinkatuff","Rock Smash","Play Rough","7.354","166.3","16.04","1495"
"Morelull","Astonish","Dazzling Gleam","7.353","105.6","14.31","1182"
"Pikachu Libre","Thunder Shock","Thunder Punch","7.353","81.6","13.42","1073"
"Pop Star Pikachu","Thunder Shock","Thunder Punch","7.353","81.6","13.42","1073"
"Rock Star Pikachu","Thunder Shock","Thunder Punch","7.353","81.6","13.42","1073"
"Woobat","Confusion","Aerial Ace","7.353","103.9","14.26","1163"
"Diglett","Mud Slap","Mud Bomb","7.352","44.5","11.53","773"
"Pidgeot","Gust","Feather Dance","7.35","207.1","16.93","2436"
"Jangmo-o","Dragon Tail","Dragon Pulse","7.349","102.6","14.21","1108"
"Froakie","Pound","Water Pulse","7.346","78.5","13.28","1135"
"Shadow Aipom","Astonish","Low Sweep","7.345","99.4","14.09","1542"
"Shadow Pidgey","Quick Attack","Aerial Ace","7.345","57.7","12.3","778"
"Amaura","Powder Snow","Aurora Beam","7.343","143.9","15.45","1560"
"Dewgong","Frost Breath","Aqua Jet","7.343","248.5","17.71","2271"
"Dunsparce","Astonish","Rock Slide","7.343","200.1","16.78","1932"
"Dwebble","Smack Down","Rock Tomb","7.343","126.7","14.97","1401"
"Smoliv","Tackle","Trailblaze","7.343","82.5","13.44","977"
"Dwebble","Cut","Rock Blast","7.342","126.7","14.96","1401"
"Shadow Pidove","Air Slash","Air Cutter","7.342","70.1","12.91","970"
"Eevee","Tackle","Body Slam","7.341","121","14.79","1225"
"Buizel","Water Gun","Aqua Jet","7.34","76.9","13.21","1206"
"Nidoran♂","Poison Sting","Return","7.337","76.9","13.2","984"
"Wiglett","Mud Slap","Liquidation","7.337","32","10.6","656"
"Paras","Bug Bite","Cross Poison","7.336","83.7","13.48","1164"
"Snover","Ice Shard","Energy Ball","7.336","118.8","14.72","1326"
"Shadow Mawile","Astonish","Vise Grip","7.335","115.1","14.6","1870"
"Shadow Cubone","Mud Slap","Bone Club","7.333","117.2","14.66","1166"
"Alolan Meowth","Bite","Dark Pulse","7.331","73.1","13.03","912"
"Smoliv","Tackle","Seed Bomb","7.329","82.3","13.42","977"
"Shadow Ralts","Confusion","Psyshock","7.328","40.9","11.26","616"
"Deoxys (Defense Forme)","Zen Headbutt","Psycho Boost","7.327","305","18.61","2601"
"Shadow Poliwag","Bubble","Mud Bomb","7.327","63.5","12.57","948"
"Shadow Onix","Rock Throw","Breaking Swipe","7.326","150.8","15.61","1260"
"Claydol","Extrasensory","Rock Tomb","7.325","241.2","17.55","2255"
"Tadbulb","Thunder Shock","Zap Cannon","7.322","87.5","13.61","1043"
"Drifloon","Hex","Ominous Wind","7.319","122.5","14.8","1369"
"Delibird","Present","Aerial Ace","7.318","87.2","13.6","1252"
"Shadow Diglett","Mud Slap","Rock Tomb","7.318","36.9","10.97","773"
"Palafin (Zero Form)","Charm","Drain Punch","7.317","221.7","17.17","2205"
"Shadow Chikorita","Vine Whip","Body Slam","7.316","94.8","13.88","1070"
"Shadow Voltorb","Tackle","Gyro Ball","7.315","82.3","13.4","1155"
"Koffing","Tackle","Sludge","7.314","122.3","14.79","1389"
"Litten","Ember","Crunch","7.308","78","13.21","1184"
"Smoliv","Razor Leaf","Seed Bomb","7.308","82.1","13.38","977"
"Sinistea","Astonish","Dark Pulse","7.307","86.9","13.57","1303"
"Ledian","Struggle Bug","Bug Buzz","7.306","181.2","16.3","1540"
"Mareep","Thunder Shock","Trailblaze","7.305","87.8","13.6","1133"
"Oshawott","Water Gun","Water Pulse","7.305","93.4","13.81","1196"
"Cufant","Rock Smash","Dig","7.304","117.4","14.62","1575"
"Golett","Astonish","Shadow Punch","7.304","104.2","14.2","1360"
"Vullaby","Feint Attack","Dark Pulse","7.304","167","15.97","1455"
"Shadow Shinx","Spark","Swift","7.302","54.6","12.07","1002"
"Koffing","Infestation","Return","7.3","122.1","14.76","1389"
"Poipole","Peck","Fell Stinger","7.298","156.1","15.69","1876"
"Farfetch'd","Air Slash","Air Cutter","7.296","117.5","14.61","1414"
"Budew","Razor Leaf","Grass Knot","7.294","96.9","13.93","979"
"Shadow Whismur","Astonish","Flamethrower","7.293","48.7","11.72","767"
"Karrablast","Peck","Aerial Ace","7.292","89.8","13.66","1352"
"Smoliv","Razor Leaf","Trailblaze","7.292","81.9","13.35","977"
"Lillipup","Tackle","Thunderbolt","7.29","83.6","13.41","1047"
"Makuhita","Rock Smash","Return","7.286","76.2","13.1","935"
"Patrat","Tackle","Grass Knot","7.285","72.8","12.95","905"
"Alolan Diglett","Mud Slap","Mud Bomb","7.284","45.5","11.52","779"
"Corsola","Bubble","Bubble Beam","7.283","159.2","15.75","1576"
"Makuhita","Tackle","Return","7.283","76.2","13.1","935"
"Snover","Powder Snow","Return","7.281","117.9","14.61","1326"
"Froakie","Bubble","Water Pulse","7.28","77.8","13.16","1135"
"Pidgey","Quick Attack","Return","7.278","68.6","12.75","778"
"Shadow Exeggcute","Confusion","Ancient Power","7.278","114.6","14.5","1344"
"Helioptile","Quick Attack","Parabolic Charge","7.276","76.3","13.09","1067"
"Larvitar","Bite","Ancient Power","7.276","94.8","13.82","1190"
"Nidorino","Poison Sting","Dig","7.273","124.4","14.79","1594"
"Runerigus","Astonish","Sand Tomb","7.273","241.6","17.46","2601"
"Lickitung","Lick","Stomp","7.272","194.8","16.54","1614"
"Pikachu","Present","Discharge","7.272","80.8","13.28","1073"
"Professor Pikachu","Present","Discharge","7.272","80.8","13.28","1073"
"Mawile","Bite","Vise Grip","7.271","136.9","15.15","1870"
"Shadow Pineco","Bug Bite","Rock Tomb","7.271","100.2","14.01","1268"
"Jumpluff","Fairy Wind","Energy Ball","7.27","224","17.13","1872"
"Kirlia","Confusion","Draining Kiss","7.269","79.4","13.21","1106"
"Shadow Pineco","Tackle","Gyro Ball","7.268","100.1","14","1268"
"Lumineon","Water Gun","Silver Wind","7.267","197.5","16.59","2075"
"Shadow Gothita","Pound","Psybeam","7.266","87.3","13.53","1088"
"Purrloin","Sucker Punch","Return","7.263","69","12.75","883"
"Stufful","Take Down","Stomp","7.263","118.6","14.6","1547"
"Mega Mawile","Ice Fang","Vise Grip","7.262","203.3","16.7","2723"
"Jumpluff","Fairy Wind","Dazzling Gleam","7.261","223.7","17.11","1872"
"Riolu","Quick Attack","Low Sweep","7.261","72.4","12.9","1136"
"Cherubi","Bullet Seed","Seed Bomb","7.259","88.2","13.55","1087"
"Shadow Alolan Diglett","Mud Slap","Rock Tomb","7.259","37.8","10.97","779"
"Arrokuda","Waterfall","Close Combat","7.258","68.2","12.71","1033"
"Corsola","Tackle","Rock Blast","7.257","158.6","15.69","1576"
"Phanpy","Tackle","Return","7.257","144.5","15.33","1380"
"Pidgeot","Steel Wing","Feather Dance","7.257","204.5","16.72","2436"
"Snorunt","Hex","Avalanche","7.256","96.3","13.85","1016"
"Cetoddle","Ice Shard","Body Slam","7.255","139","15.18","1487"
"Shadow Cubone","Mud Slap","Bulldoze","7.254","116","14.5","1166"
"Shadow Skorupi","Infestation","Cross Poison","7.254","107.5","14.23","1155"
"Meowth","Bite","Return","7.25","72.3","12.88","856"
"Flittle","Peck","Psyshock","7.247","50.5","11.77","803"
"Lombre","Razor Leaf","Ice Beam","7.247","131.1","14.94","1369"
"Shadow Barboach","Mud Shot","Ice Beam","7.247","70.7","12.81","937"
"Pansage","Vine Whip","Energy Ball","7.246","95.3","13.8","1094"
"Alolan Diglett","Sand Attack","Mud Bomb","7.245","45.3","11.46","779"
"Bagon","Ember","Crunch","7.245","88.8","13.56","1323"
"Koffing","Acid","Dark Pulse","7.244","121.1","14.65","1389"
"Skiddo","Zen Headbutt","Rock Slide","7.244","121.1","14.65","1430"
"Timburr","Low Kick","Rock Tomb","7.242","114.9","14.45","1505"
"Shadow Onix","Rock Throw","Stone Edge","7.241","149.1","15.42","1260"
"Horsea","Water Gun","Flash Cannon","7.237","79.3","13.17","1208"
"Shadow Ferroseed","Metal Claw","Iron Head","7.234","115.5","14.46","1076"
"Shadow Shinx","Tackle","Swift","7.233","54.1","11.96","1002"
"Wiglett","Mud Slap","Surf","7.233","31.5","10.45","656"
"Yamask","Astonish","Shadow Ball","7.231","117.3","14.51","1123"
" Flabébé","Vine Whip","Psychic","7.23","110","14.28","1216"
"Cetoddle","Tackle","Body Slam","7.23","138.5","15.13","1487"
"Jumpluff","Infestation","Return","7.23","222.8","17.03","1872"
"Ariados","Infestation","Shadow Sneak","7.229","149.2","15.41","2027"
"Jumpluff","Infestation","Acrobatics","7.227","222.7","17.03","1872"
"Jangmo-o","Tackle","Dragon Claw","7.226","100.9","13.97","1108"
"Dunsparce","Astonish","Drill Run","7.224","196.8","16.51","1932"
"Ekans","Poison Sting","Gunk Shot","7.224","80.9","13.22","1061"
"Prinplup","Bubble","Icy Wind","7.221","156.3","15.57","1946"
"Kirlia","Charge Beam","Triple Axel","7.22","78.8","13.12","1106"
"Clobbopus","Rock Smash","Ice Punch","7.219","102.8","14.02","1301"
"Delibird","Ice Shard","Icy Wind","7.219","86.1","13.41","1252"
"Jumpluff","Fairy Wind","Aerial Ace","7.219","222.4","17.01","1872"
"Mightyena","Ice Fang","Poison Fang","7.218","157.5","15.6","2203"
"Shadow Cubone","Mud Slap","Dig","7.218","115.4","14.43","1166"
"Shadow Skorupi","Poison Sting","Cross Poison","7.216","107","14.16","1155"
"Shadow Poliwag","Mud Shot","Body Slam","7.215","62.5","12.38","948"
"Alolan Sandshrew","Metal Claw","Night Slash","7.214","125.4","14.73","1479"
"Pidgey","Tackle","Return","7.214","68","12.64","778"
"Poliwhirl","Mud Shot","Water Pulse","7.212","140.7","15.16","1623"
"Shadow Ducklett","Water Gun","Aerial Ace","7.211","91.6","13.61","980"
"Shadow Chikorita","Tackle","Energy Ball","7.21","93.5","13.68","1070"
"Shadow Skiploom","Tackle","Energy Ball","7.21","103.7","14.04","1116"
"Popplio","Pound","Water Pulse","7.208","102.6","14","1291"
"Pidgeot","Air Slash","Feather Dance","7.206","203","16.6","2436"
"Shadow Alolan Diglett","Metal Claw","Rock Tomb","7.206","37.5","10.89","779"
"Shadow Swinub","Tackle","Rock Slide","7.206","60.9","12.28","847"
"Araquanid","Infestation","Water Pulse","7.205","246.3","17.42","2090"
"Woobat","Air Slash","Aerial Ace","7.205","101.8","13.97","1163"
"Mudkip","Tackle","Stomp","7.203","93.9","13.69","1290"
"Shadow Skiploom","Tackle","Dazzling Gleam","7.202","103.6","14.02","1116"
"Maushold","Take Down","Swift","7.201","190.8","16.34","2271"
"Jigglypuff","Feint Attack","Play Rough","7.2","85.1","13.35","828"
"Delibird","Quick Attack","Icy Wind","7.199","85.8","13.38","1252"
"Mime Jr.","Pound","Psybeam","7.199","89.7","13.53","1253"
"Alolan Rattata","Tackle","Crunch","7.195","56.8","12.06","840"
"Galarian Meowth","Scratch","Trailblaze","7.195","92.9","13.64","1184"
"Remoraid","Mud Shot","Water Pulse","7.195","60.5","12.25","1043"
"Toedscool","Mud Slap","Earth Power","7.195","126.5","14.73","1190"
"Rockruff","Rock Throw","Crunch","7.193","75.9","12.97","1087"
"Pumpkaboo - Small Size","Astonish","Foul Play","7.192","112.7","14.31","1375"
"Skiploom","Tackle","Grass Knot","7.19","124.1","14.65","1116"
"Totodile","Water Gun","Water Pulse","7.189","107.6","14.14","1294"
"Ariados","Poison Sting","Shadow Sneak","7.188","148.3","15.32","2027"
"Shadow Foongus","Feint Attack","Body Slam","7.188","93.3","13.64","1120"
"Chikorita","Tackle","Grass Knot","7.187","111.8","14.27","1070"
"Prinplup","Metal Claw","Icy Wind","7.187","155.5","15.5","1946"
"Diggersby","Quick Attack","Dig","7.186","206.6","16.64","1726"
"Piplup","Pound","Bubble Beam","7.186","104.8","14.04","1229"
"Dewgong","Iron Tail","Aqua Jet","7.185","243.2","17.33","2271"
"Naclistack","Rock Throw","Rock Blast","7.184","169.7","15.84","1478"
"Noctowl","Extrasensory","Night Shade","7.182","234","17.16","2316"
"Shadow Onix","Mud Shot","Rock Slide","7.18","147.8","15.3","1260"
"Palpitoad","Bubble","Sludge Wave","7.179","138.5","15.05","1592"
"Remoraid","Water Gun","Aurora Beam","7.179","60.3","12.22","1043"
"Timburr","Pound","Rock Tomb","7.179","114","14.33","1505"
"Rowlet","Tackle","Seed Bomb","7.174","119.5","14.49","1210"
"Dunsparce","Bite","Dig","7.173","195.5","16.39","1932"
"Pumpkaboo - Average Size","Astonish","Foul Play","7.173","117.9","14.44","1398"
"Hippopotas","Tackle","Body Slam","7.172","139.3","15.06","1553"
"Castform","Hex","Hurricane","7.171","164","15.68","1867"
"Chewtle","Water Gun","Body Slam","7.17","86.5","13.36","1136"
"Diglett","Scratch","Mud Bomb","7.168","43.4","11.24","773"
"Pikachu","Present","Thunderbolt","7.165","79.6","13.08","1073"
"Professor Pikachu","Present","Thunderbolt","7.165","79.6","13.08","1073"
"Arrokuda","Waterfall","Crunch","7.164","67.3","12.54","1033"
"Pikachu","Quick Attack","Surf","7.163","79.5","13.08","1073"
"Professor Pikachu","Quick Attack","Surf","7.163","79.5","13.08","1073"
"Alolan Rattata","Quick Attack","Crunch","7.159","56.5","12","840"
"Kecleon","Lick","Shadow Sneak","7.159","197.1","16.4","2341"
"Shadow Ekans","Poison Sting","Wrap","7.158","66.8","12.51","1061"
"Stufful","Take Down","Brick Break","7.158","116.9","14.39","1547"
"Castform","Hex","Energy Ball","7.157","163.6","15.65","1867"
"Porygon","Hidden Power (Fire)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Fighting)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Water)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Flying)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Grass)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Poison)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Electric)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Ground)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Psychic)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Rock)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Ice)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Bug)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Dragon)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Ghost)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Dark)","Psybeam","7.157","152.7","15.38","1968"
"Porygon","Hidden Power (Steel)","Psybeam","7.157","152.7","15.38","1968"
"Venonat","Bug Bite","Signal Beam","7.157","111.1","14.21","1148"
"Lombre","Razor Leaf","Scald","7.156","129.4","14.76","1369"
"Taillow","Peck","Aerial Ace","7.156","58.3","12.09","875"
"Shadow Barboach","Mud Shot","Scald","7.155","69.8","12.65","937"
"Starly","Tackle","Aerial Ace","7.154","56","11.97","822"
"Pumpkaboo - Large Size","Astonish","Foul Play","7.153","123.7","14.59","1423"
"Shadow Rattata","Tackle","Dig","7.153","47.1","11.46","840"
"Hatenna","Charm","Psychic","7.15","84.6","13.26","985"
"Minun","Spark","Swift","7.15","159.2","15.53","1938"
"Shuppet","Astonish","Shadow Sneak","7.15","64.5","12.39","1165"
"Voltorb","Tackle","Return","7.15","96.6","13.71","1155"
"Snover","Powder Snow","Energy Ball","7.148","115.8","14.34","1326"
"Rockruff","Tackle","Trailblaze","7.147","75.5","12.88","1087"
"Ledian","Bug Bite","Aerial Ace","7.146","177.2","15.95","1540"
"Rockruff","Tackle","Stone Edge","7.145","75.4","12.88","1087"
"Slugma","Rock Throw","Flame Charge","7.145","65.9","12.45","1023"
"Petilil","Hidden Power (Fire)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Fighting)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Water)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Flying)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Poison)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Electric)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Ground)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Psychic)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Rock)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Ice)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Bug)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Dragon)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Ghost)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Dark)","Energy Ball","7.144","86","13.31","1178"
"Petilil","Hidden Power (Steel)","Energy Ball","7.144","86","13.31","1178"
